PDB	CHAIN	Uniprot_ID	LENGTH	RESOLUTION	PDB_BEG	PDB_END
4nqn	A	Q9H8M2	107	1.73	21	127
4nr9	A	Q9UIF8	114	1.98	1858	1971
4nr8	A	O60885	123	1.635	44	166
4nqj	A	Q86WT6	177	2.152	143	319
4nqj	B	Q86WT6	176	2.152	146	321
4nqj	C	Q86WT6	177	2.152	144	320
4phc	A	P12081	444	2.844	53	343	350	400	403	504
4phc	B	P12081	441	2.844	53	346	356	400	403	504
4phc	C	P12081	440	2.844	53	344	355	400	403	504
4phc	D	P12081	442	2.844	53	345	356	504
4q4f	A	Q14108	394	2.8	37	430
4nqc	A	Q95460	254	2.5	1	188	198	244	251	269
4nqc	B	P61769	96	2.5	1	96
4nqc	C	Q95460	262	2.5	1	16	19	246	252	269
4nqc	F	P61769	97	2.5	1	97
4r0p	A	P61626	6	1.52	1	6
4r0u	A	P37840	7	1.38	1	7
4r1y	A	P08581	265	2	1062	1098	1105	1113	1122	1147	1152	1238	1241	1346
4lyi	A	O60885	125	1.3	44	168
4lyj	A	P01116	166	1.927	2	167
4m13	A	Q08881	264	1.85	355	618
4lzn	A	P60891	304	2.14	3	195	203	313
4lzn	B	P60891	308	2.14	3	195	203	317
4m1s	A	P01116	161	1.552	1	30	37	167
4m1s	B	P01116	159	1.552	1	29	39	168
4m1s	C	P01116	148	1.552	1	28	39	59	69	167
4m1t	A	P01116	163	1.703	1	30	36	168
4m1t	B	P01116	162	1.703	1	30	37	168
4m1t	C	P01116	151	1.703	1	29	39	60	69	168
4rj5	A	P00533	296	3.1	697	746	751	859	876	998	1006	1019
4riu	A	P00918	259	1.651	3	261
4ria	A	Q9Y2M0	613	3	370	509	519	787	796	799	810	1009
4ria	B	Q9Y2M0	613	3	370	509	519	787	796	799	810	1009
4ric	A	Q9Y2M0	615	2.8	370	509	519	787	794	799	810	1009
4ric	B	Q9Y2M0	628	2.8	370	509	519	790	794	1009
4qbx	A	P15121	316	0.98	0	315
4qam	A	Q92834	364	1.83	6	369
4qam	B	Q96KN7	180	1.83	1097	1106	1114	1283
4qc1	A	Q9UIF8	104	1.99	2062	2165
4qc1	B	Q9UIF8	105	1.99	2062	2166
4qef	A	P00918	258	1.469	4	261
4qeg	A	Q8WZ42	88	2	2834	2921
4r9c	A	P17931	138	1.19	113	250
4r8q	A	O43683	332	2.31	736	806	816	931	939	1083
4rab	A	P00492	197	2.264	5	103	119	216
4rab	B	P00492	201	2.264	4	91	93	103	114	170	173	217
4rab	C	P00492	203	2.264	5	102	113	217
4rab	D	P00492	202	2.264	4	102	115	217
4raq	A	P00492	198	2.53	4	103	120	217
4raq	B	P00492	200	2.53	4	102	113	116	121	217
4raq	C	P00492	198	2.53	5	101	116	169	171	217
4raq	D	P00492	201	2.53	3	101	114	117	120	217
4wdu	A	P42330	315	1.7	6	320
4xgl	A	O15091	342	1.8	207	377	386	416	422	450	458	475	478	501	510	530	535	582
4xh6	A	P11309	273	2.04	33	305
4xii	A	P06276	528	2.7	3	530
4xii	B	P06276	525	2.7	4	483	486	530
4rxa	A	P14324	330	2.2	12	72	74	180	182	285	287	292	298	299	301	350
4rxx	A	Q8NB14	424	2.06	1	424
4xif	A	O15294	701	3.2	313	714	718	748	761	1028
4xif	B	O15294	701	3.2	313	714	718	748	761	1028
4xif	C	O15294	701	3.2	313	714	718	748	761	1028
4xif	D	O15294	701	3.2	313	714	718	748	761	1028
4xif	E	P08729	9	3.2	2008	2016
4xif	F	P08729	9	3.2	2008	2016
4xif	G	P08729	9	3.2	2008	2016
4xif	H	P08729	9	3.2	2008	2016
4thn	H	P00734	231	2.5	16	148	150	247
4thn	L	P00734	15	2.5	1	15
4udd	A	P04150	249	1.8	529	777
4udd	B	Q15596	13	1.8	741	753
4ue7	H	P00734	229	1.129	16	147	150	246
4ue7	L	P00734	14	1.129	1	14
4wjx	A	Q13231	366	1	22	387
4ue5	S	P32308	18	9	50	67
4wmb	D	P00740	35	2.05	50	84
4wnd	A	P81274	329	1.5	13	154	163	349
4wwq	A	Q14451	112	1.8	421	532
4wwq	B	Q14451	118	1.8	415	532
4wu7	A	P04439	274	2.297	1	274
4wu7	B	P61769	99	2.297	1	99
4wu7	D	P04439	274	2.297	1	274
4wu7	E	P61769	99	2.297	1	99
4x6h	A	P43235	215	1	1	215
4x6j	A	P43235	215	1.59	1	215
4x7j	A	Q9NZJ5	257	2.3	585	663	881	959	988	1086
4x7k	A	Q9NZJ5	260	1.8	585	663	881	960	987	1087
4x7n	A	Q9NZJ5	259	2.35	585	662	881	960	987	1087
4x8g	A	Q9UM07	606	3.29	3	53	66	97	103	130	132	217	224	311	314	336	349	372	382	394	401	638	641	663
4xa3	A	P12883	65	2.548	1361	1425
4xa3	B	P12883	65	2.548	1361	1425
4xa4	A	P12883	53	2.327	1551	1603
4xa4	A	Q13426	146	2.327	2	147
4xa4	B	P12883	52	2.327	1551	1602
4xa4	B	Q13426	146	2.327	2	147
4xbu	A	O96013	293	2.06	297	589
4xa1	A	P12883	66	3.2	1173	1238
4xa1	B	P12883	66	3.2	1173	1238
4xa1	C	P12883	66	3.2	1173	1238
4xa1	D	P12883	66	3.2	1173	1238
4xua	A	Q9UIF8	114	1.75	1858	1971
4xst	E	P06213	287	3	5	151	154	160	168	265	275	309
4xt2	A	Q99814	111	1.698	239	349
4xt2	C	Q99814	111	1.698	239	349
4xvi	A	Q7Z5Q5	647	3.1	194	257	267	593	601	646	650	859
4rpv	A	P11309	273	3.05	33	305
4xzf	A	Q14527	116	1.38	58	173
4tqn	A	Q92793	112	1.7	1084	1195
4tqp	A	P02766	116	1.58	10	125
4tqp	B	P02766	116	1.58	10	125
4u5x	A	Q9SSX0	176	1.9	8	183
4u6r	A	O75460	403	2.5	561	963
4ttv	A	P26639	402	2.8	322	723
4ttv	B	P26639	402	2.8	322	723
4ttv	C	P26639	402	2.8	322	723
4ttv	D	P26639	402	2.8	322	723
4u7y	B	P53990	13	2.502	320	332
4u80	A	Q02750	285	2.8	62	220	224	275	306	379
4u81	A	Q02750	288	2.701	62	220	224	275	306	382
4y28	A	P05310	742	2.8	17	758
4tye	A	P22455	292	2.8	451	576	581	643	651	753
4ty6	A	P03951	230	1.85	16	245
4ty6	H	P03951	7	1.85	362	368
4x1g	A	O75469	279	2.25	142	177	192	434
4x3j	A	Q02763	234	2.5	838	842	850	855	872	889	898	984	1000	1117
4u0d	M	P49790	9	3	1410	1418
4u0d	N	P49790	9	3	1410	1418
4u0d	O	P49790	9	3	1410	1418
4u0d	P	P49790	9	3	1410	1418
4u0d	Q	P49790	9	3	1410	1418
4u0d	R	P49790	9	3	1410	1418
4zqk	B	Q15116	106	2.45	33	84	93	146
5d0c	A	O60885	123	1.49	44	166
5aj1	A	Q12824	112	None	2	113
5afj	A	P36544	114	2.2	1	16	28	47	54	74	106	112	114	117	139	145	152	166	172	174	179	199
5afj	B	P36544	115	2.2	0	16	28	47	54	74	106	112	114	117	139	145	152	166	172	174	179	199
5afj	C	P36544	115	2.2	0	16	28	47	54	74	106	112	114	117	139	145	152	166	172	174	179	199
5afj	D	P36544	115	2.2	0	16	28	47	54	74	106	112	114	117	139	145	152	166	172	174	179	199
5afj	E	P36544	115	2.2	0	16	28	47	54	74	106	112	114	117	139	145	152	166	172	174	179	199
5akt	A	P02766	116	1.35	10	125
5akt	B	P02766	115	1.35	10	124
5aky	A	P34913	546	2.18	2	547
5ale	A	P34913	546	1.95	2	547
5alj	A	P34913	523	2.1	2	72	86	373	380	417	422	547
5chx	A	P12883	68	2.3	1590	1657
5chx	A	Q13426	140	2.3	2	79	82	143
5chx	B	P12883	68	2.3	1590	1657
5chx	B	Q13426	139	2.3	2	79	83	143
5cj8	A	Q8IYS5	179	2.015	35	141	148	219
5cm1	A	P02766	116	1.22	10	125
5cm1	B	P02766	116	1.22	10	125
5cir	A	P50591	149	3	119	130	144	280
5cir	B	P50591	151	3	119	131	144	281
5cir	D	P50591	150	3	119	130	144	281
5cir	E	O00220	102	3	129	230
5cir	F	O00220	98	3	130	211	215	230
5cir	G	O00220	102	3	130	231
5cmx	H	P00734	227	2.98	16	147	150	244
5cmx	L	P00734	14	2.98	1	14
4y6o	A	Q8IXJ6	277	1.6	57	97	106	289	304	355
4y6o	B	Q8IXJ6	276	1.6	55	97	110	290	304	355
5dug	A	P03372	234	2.252	306	461	471	548
5dug	B	P03372	234	2.252	305	459	470	548
5dug	C	Q15596	10	2.252	687	696
5dug	D	Q15596	9	2.252	688	696
5dv3	A	P37231	263	2.75	206	265	275	477
5a1m	A	Q9Y6U3	104	1.81	247	350
5e8v	A	P37173	296	1.69	240	264	271	541
5e8x	A	P36897	304	1.45	200	503
5e92	A	P37173	298	2.08	240	264	271	543
5e9v	A	Q9H8M2	106	1.8	138	243
5e9v	B	Q9H8M2	106	1.8	138	243
5ea1	A	P51532	114	2	1452	1565
5ea1	B	P51532	128	2	1451	1578
5ea1	C	P51532	119	2	1451	1569
4zig	A	Q07812	152	2.2	10	36	42	166
4zig	B	P55957	20	2.2	79	98
4zhf	A	P80188	177	2.45	2	178
4zhf	B	P80188	175	2.45	3	177
4zhf	C	P80188	175	2.45	3	177
4zhf	D	P80188	177	2.45	2	178
4zhf	E	P80188	176	2.45	2	177
4zhf	F	P80188	175	2.45	3	177
4zji	A	Q13153	278	1.99	254	303	309	416	423	542
4zji	B	Q13153	276	1.99	254	304	310	416	423	540
4zji	C	Q13153	281	1.99	250	289	291	302	308	413	419	541
4zji	D	Q13153	280	1.99	253	302	308	410	412	415	419	541
4y8z	A	P03951	230	2.2	16	245
4y8x	A	P03951	230	1.9	16	245
4zae	A	P00740	229	1.86	16	244
4zae	B	P00740	55	1.86	86	140
4zao	A	P00918	255	1.8	4	258
4zbw	A	Q14790	183	2.2	2	184
4zbw	B	Q14790	183	2.2	2	184
4zeq	B	P55957	26	1.8	79	104
5bzx	A	P60484	314	2.5	14	285	310	351
5bzx	B	P60484	314	2.5	14	285	310	351
5bzx	C	P60484	314	2.5	14	285	310	351
5bzx	D	P60484	314	2.5	14	285	310	351
5c41	A	Q9H477	309	1.95	14	322
5c41	B	Q9H477	308	1.95	15	322
5c41	C	Q9H477	309	1.95	14	322
5c41	D	Q9H477	309	1.95	14	322
5c7c	A	P98170	106	2.32	249	354
5crw	B	P37840	11	1.6	31	41
5cs7	A	P61769	99	2.1	1	99
5c5x	A	P55064	244	2.6	2	245
5c5x	B	P55064	244	2.6	2	245
5c5x	C	P55064	244	2.6	2	245
5c5x	D	P55064	244	2.6	2	245
5c5x	E	P55064	244	2.6	2	245
5c5x	F	P55064	244	2.6	2	245
5c5x	G	P55064	244	2.6	2	245
5c5x	H	P55064	244	2.6	2	245
5cs5	A	P14210	173	1.9	38	210
5cs5	B	P14210	173	1.9	37	209
5csx	A	P15056	261	2.51	448	603	614	629	632	720
5c7e	A	Q5NBT9	205	3.1	1	205
5c7e	B	Q5NBT9	205	3.1	1	205
5c7e	C	Q5NBT9	206	3.1	1	206
5c7e	D	Q5NBT9	206	3.1	1	206
5c7e	E	Q5NBT9	205	3.1	1	205
5c7e	F	Q5NBT9	205	3.1	1	205
5ctd	A	P02452	10	1.5991	17	26
5ctd	A	P20849	31	1.5991	15	16	36	64
5ctd	B	Q14055	37	1.5991	15	15	36	71
5ctd	C	P02452	11	1.5991	16	26
5ctd	C	Q14050	38	1.5991	15	15	36	72
5cu8	A	Q9UIF8	113	2.05	1858	1970
5cue	A	Q9UIF8	113	2.08	1858	1970
5ctr	A	Q15020	308	3.012	279	586
5ctr	B	Q15020	305	3.012	280	584
5ctr	C	Q13107	206	3.012	10	215
5ctr	D	Q13107	212	3.012	7	218
5b6c	A	P55072	171	1.55	21	191
5b71	E	P01031	93	2.11	20	89	99	121
5b71	F	P01031	92	2.11	20	90	101	121
4yxi	A	P00918	258	0.96	4	261
5b4w	A	O43157	434	2.6	26	174	181	300	317	481
5b4w	B	O43157	434	2.6	26	174	181	300	317	481
5b4w	C	O43157	442	2.6	26	158	161	175	180	302	307	313	318	481
5b4w	D	O43157	436	2.6	24	174	181	284	287	302	317	481
5b4w	E	O43157	478	2.6	26	176	180	300	317	515	522	528
5b4w	F	O43157	438	2.6	26	176	180	300	316	481
5bqd	A	Q99593	197	2.583	36	232
5bqd	B	Q99593	176	2.583	46	188	198	230
5bpu	A	Q00604	103	2.4	31	133
5bpu	B	Q00604	99	2.4	35	133
5bpu	C	Q00604	101	2.4	33	133
5bpu	D	Q00604	102	2.4	32	133
5bpu	E	Q00604	100	2.4	34	133
5bpu	F	Q00604	99	2.4	35	133
5bqb	A	Q00604	99	2.3	35	133
5bqb	B	Q00604	98	2.3	36	133
5bqb	C	Q00604	98	2.3	36	133
5bqb	D	Q00604	98	2.3	36	133
4zvk	A	P16083	230	1.867	1	230
4zvk	B	P16083	230	1.867	1	230
4zvl	A	P16083	230	1.899	1	230
4zvl	B	P16083	230	1.899	1	230
4zwz	A	P00918	258	1.62	4	261
4zwi	A	P00918	258	1.6	4	261
5ccb	B	Q9UJA5	371	2	18	80	88	271	340	463
5db0	A	O00255	468	1.5	2	53	74	149	150	386	399	459	548	589
5dde	A	O00255	466	1.78	2	53	74	149	150	386	399	459	549	588
5dea	B	Q06787	14	2.7973	5	18
5dea	D	Q06787	14	2.7973	5	18
5ddy	A	Q9UGP5	327	3.36	249	575
5ddy	C	Q9UGP5	327	3.36	249	575
5ddy	E	Q9UGP5	244	3.36	332	575
5ddy	G	Q9UGP5	244	3.36	332	575
4z3v	A	Q06187	271	1.6	389	659
4z6i	A	Q9H8M2	106	1.95	22	127
4z6i	B	Q9H8M2	106	1.95	22	127
4z78	B	P61769	99	2.304	1	99
4z78	E	P61769	99	2.304	1	99
4z78	H	P61769	99	2.304	1	99
4z32	A	O60674	441	3.04	37	125	130	272	285	301	314	329	339	514
4z32	B	O60674	441	3.04	37	125	130	272	285	301	314	329	339	514
4z32	C	O60674	418	3.04	37	125	130	271	287	301	314	328	339	439	447	485	498	514
4z32	D	O60674	417	3.04	37	125	130	272	285	301	314	329	339	417	424	439	449	486	496	514
4z32	E	O60674	427	3.04	37	125	130	272	285	301	314	329	339	417	422	482	493	514
4z32	F	O60674	436	3.04	37	125	130	272	285	301	314	329	339	487	493	514
4z32	G	O60674	411	3.04	37	125	130	272	285	301	314	328	339	417	424	439	447	481	498	514
4z32	H	O60674	405	3.04	37	104	108	125	130	272	285	300	315	326	339	413	418	439	448	480	497	514
4yge	A	P49257	227	3.05	42	268
4yge	B	Q8NI22	66	3.05	67	99	112	144
4yge	C	P49257	223	3.05	42	155	160	268
4yge	D	Q8NI22	66	3.05	67	99	112	144
4yge	E	P49257	223	3.05	42	155	158	179	182	268
4yge	F	Q8NI22	67	3.05	67	99	111	144
4yht	A	P15056	256	3.05	448	600	614	628	631	718
4yht	B	P15056	258	3.05	448	601	614	628	631	719
4yoc	A	P26358	882	2.916	615	633	702	853	860	952	962	979	984	1115	1133	1600
5do4	H	P00734	256	1.859	1	147	150	258
5do4	L	P00734	32	1.859	5	36
5dqg	A	Q9Y253	427	2.29	1	154	160	432
5e11	A	Q8N448	90	1.8	336	425
5d6w	A	O75164	115	1.992	897	1011
5d6w	B	O75164	115	1.992	897	1011
5d6w	C	O75164	115	1.992	897	1011
5d6w	D	O75164	115	1.992	897	1011
5e22	A	Q8N448	90	1.797	336	425
5e22	B	Q8N448	90	1.797	336	425
5e0x	A	P03372	230	2.014	305	461	471	529	535	548
5e0x	B	P03372	230	2.014	305	331	336	461	472	548
5e0x	C	Q15596	9	2.014	688	696
5e0x	D	Q15596	9	2.014	688	696
5e2r	A	P00918	261	1.6	1	261
5a7g	A	P23141	529	1.48	21	314	318	361	362	552
5a7p	A	O75164	350	2.28	4	353
5a7p	B	O75164	346	2.28	8	353
5e5r	A	P23470	258	2.6	56	94	101	164	166	320
5e5r	C	P23470	264	2.6	57	320
5ez0	A	P29074	90	2.35	511	590	595	604
5ez0	B	P29074	92	2.35	510	590	594	604
5ez0	C	P29074	94	2.35	511	604
5ez0	D	P29074	95	2.35	510	604
5f02	A	P07711	219	1.43	1	175	177	220
5f0p	A	Q96QK1	456	2.78	14	469
5f0p	D	P49281	10	2.78	551	560
5f1z	A	P29597	280	2.65	886	933	942	968	972	1176
5em7	A	P00533	300	2.81	696	746	750	861	876	998	1006	1019
5eng	A	Q92793	114	1.3	1083	1196
5gs4	A	P03372	236	2.4	305	330	338	547
5gsr	B	P61769	100	2.198	20	119
5gsr	D	P61769	100	2.198	20	119
5gtm	A	P20591	520	2.896	48	93	104	114	116	118	123	133	136	149	159	183	194	436	451	530	575	661
5gtm	B	P20591	522	2.896	48	95	104	114	116	119	124	151	159	183	192	435	452	530	579	661
5ha9	A	P09874	350	4.01	1	350
5ha9	B	P09874	350	4.01	1	350
5hbc	A	P24627	348	2.79	342	689
5hbc	B	P24627	348	2.79	342	689
5hbh	A	P49336	334	2.5	1	114	122	179	194	239	246	361
5hbs	A	P09455	134	0.89	1	134
5hbj	A	P49336	340	3	1	116	121	176	179	184	195	238	244	361
5i8a	A	P04629	266	2.33	501	518	522	531	538	547	556	670	672	683	687	787
5i8g	A	Q92793	224	1.41	1081	1241	1250	1312
5i8d	A	Q99PF4	335	2.69	1929	2263
5ib3	A	P01889	276	1.91	1	276
5ib3	B	P61769	99	1.91	1	99
5hzf	A	P02746	134	1.55	274	407
5hzf	A	P02747	131	1.55	140	270
5hzj	A	Q15811	476	2.6	1231	1636	1647	1673	1681	1723
5hzj	B	Q15811	476	2.6	1231	1636	1647	1673	1681	1723
5i0n	A	Q9BTU6	323	2.28	100	132	135	172	180	235	249	320	331	454
5i0q	B	P04003	124	2.293	1	124
5i25	A	P03951	596	2.85	1	545	553	582	585	605
5i25	B	P01042	8	2.85	2	9
5i2k	A	Q12879	274	2.86	6	26	29	141	144	283
5i2k	B	Q05586	284	2.86	3	99	103	153	156	291
5i2n	A	Q12879	275	2.12	5	26	29	141	144	283
5i2n	B	Q05586	280	2.12	3	99	103	153	156	287
5i40	A	Q9H8M2	102	1.0402	22	123
5i35	A	Q8NI60	384	2.3	261	644
5jv0	F	P14324	341	2.4	8	179	182	350
5jv1	F	P14324	336	2.3	9	30	35	179	182	350
5fwe	A	O75164	348	2.05	7	354
5fwe	B	O75164	353	2.05	3	355
5a9q	0	Q8NFH3	316	23	4	49	62	122	130	292	329	332	339	380
5a9q	1	Q12769	1009	23	41	91	97	110	114	134	136	145	147	167	169	176	192	220	225	232	235	246	249	267	275	293	296	331	341	376	379	413	415	438	441	464	466	591	595	599	601	683	700	755	762	789	812	835	847	900	906	1144	1175	1201
5a9q	3	Q8WUM0	528	23	518	575	596	630	638	713	718	746	775	907	921	1059	1064	1083	1095	1105	1119	1129	1141	1156
5a9q	4	P57740	660	23	150	191	201	233	235	239	242	282	288	289	291	303	318	480	483	500	505	536	539	602	667	724	736	924
5a9q	8	Q9BW27	434	23	9	41	50	90	97	244	255	298	302	319	322	335	338	367	370	475
5a9q	9	Q8NFH3	316	23	4	49	62	122	130	292	329	332	339	380
5a9q	C	Q8WUM0	528	23	518	575	596	630	638	713	718	746	775	907	921	1059	1064	1083	1095	1105	1119	1129	1141	1156
5a9q	D	P57740	660	23	150	191	201	233	235	239	242	282	288	289	291	303	318	480	483	500	505	536	539	602	667	724	736	924
5a9q	H	Q9BW27	434	23	9	41	50	90	97	244	255	298	302	319	322	335	338	367	370	475
5a9q	I	Q8NFH3	316	23	4	49	62	122	130	292	329	332	339	380
5a9q	J	Q12769	1009	23	41	91	97	110	114	134	136	145	147	167	169	176	192	220	225	232	235	246	249	267	275	293	296	331	341	376	379	413	415	438	441	464	466	591	595	599	601	683	700	755	762	789	812	835	847	900	906	1144	1175	1201
5a9q	L	Q8WUM0	528	23	518	575	596	630	638	713	718	746	775	907	921	1059	1064	1083	1095	1105	1119	1129	1141	1156
5a9q	M	P57740	660	23	150	191	201	233	235	239	242	282	288	289	291	303	318	480	483	500	505	536	539	602	667	724	736	924
5a9q	Q	Q9BW27	434	23	9	41	50	90	97	244	255	298	302	319	322	335	338	367	370	475
5a9q	R	Q8NFH3	316	23	4	49	62	122	130	292	329	332	339	380
5a9q	S	Q12769	1009	23	41	91	97	110	114	134	136	145	147	167	169	176	192	220	225	232	235	246	249	267	275	293	296	331	341	376	379	413	415	438	441	464	466	591	595	599	601	683	700	755	762	789	812	835	847	900	906	1144	1175	1201
5a9q	U	Q8WUM0	528	23	518	575	596	630	638	713	718	746	775	907	921	1059	1064	1083	1095	1105	1119	1129	1141	1156
5a9q	V	P57740	660	23	150	191	201	233	235	239	242	282	288	289	291	303	318	480	483	500	505	536	539	602	667	724	736	924
5a9q	Z	Q9BW27	434	23	9	41	50	90	97	244	255	298	302	319	322	335	338	367	370	475
5a9q	a	Q12769	1009	23	41	91	97	110	114	134	136	145	147	167	169	176	192	220	225	232	235	246	249	267	275	293	296	331	341	376	379	413	415	438	441	464	466	591	595	599	601	683	700	755	762	789	812	835	847	900	906	1144	1175	1201
5fxy	B	Q13330	69	3.2	468	518	529	546
5fxy	D	Q13330	69	3.2	468	518	529	546
5fxy	F	Q13330	68	3.2	469	518	529	546
5fxy	H	Q13330	68	3.2	468	518	530	546
5jxe	A	Q15116	97	2.9	34	54	64	127	135	146
5jxe	B	Q15116	101	2.9	33	57	62	70	75	128	132	144
5k28	A	Q16584	60	1.5	43	102
5k28	B	Q16584	60	1.5	43	102
5jyo	A	O94925	309	2.098	221	316	319	531
5jyo	B	O94925	308	2.098	221	315	319	531
5jyo	C	O94925	308	2.098	221	316	320	531
5jyo	D	O94925	308	2.098	221	315	319	531
5jyo	E	O94925	308	2.098	221	315	319	531
5jyo	F	O94925	308	2.098	221	315	319	531
5jyo	G	O94925	308	2.098	221	315	319	531
5jyo	H	O94925	308	2.098	221	315	319	531
5k2d	A	P29274	297	1.9	2	208	219	308
5k32	A	Q08499	322	1.99	88	355	358	411
5k32	B	Q08499	320	1.99	88	294	297	355	358	411
5kiz	A	Q99814	111	None	239	349
5j8h	A	P0DP23	148	None	1	148
5j8h	B	O00418	27	None	74	100
5h19	B	Q15910	29	1.9	40	68
5h2z	A	Q02127	364	1.58	32	395
5h1u	A	O15164	174	1.901	827	884	891	1006
5h1u	B	O15164	174	1.901	827	885	892	1006
5h1u	C	O15164	177	1.901	824	885	892	1006
5h1u	D	O15164	176	1.901	826	886	892	1006
5h0v	A	P02766	114	1.58	11	124
5h0v	B	P02766	114	1.58	11	124
5h0v	C	P02766	114	1.58	11	124
5h0v	D	P02766	115	1.58	11	125
5h3q	A	P04629	303	2.1	484	531	538	548	553	796
5hqe	A	Q02127	365	1.62	32	396
5hs3	A	P04818	288	3.103	26	313
5hs3	B	P04818	288	3.103	26	313
5hs3	C	P04818	280	3.103	26	305
5hs3	D	P04818	281	3.103	26	306
5hs3	E	P04818	281	3.103	26	306
5hs3	F	P04818	280	3.103	26	305
5egu	A	O60885	121	2.21	44	54	58	167
5egu	B	O60885	116	2.21	53	168
5egu	C	O60885	108	2.21	60	167
5egu	D	O60885	123	2.21	44	166
5ehc	B	Q04637	14	2.4	621	634
5ehe	A	P00918	258	1.5	4	261
5fdx	A	Q08345	280	2.65	604	636	648	719	735	909
5fdx	B	Q08345	274	2.65	605	632	650	722	735	907
5fg6	A	O95696	118	1.1	563	680
5fpb	A	Q6B0I6	330	1.91	11	340
5fp8	A	Q6B0I6	330	1.98	11	340
5fs6	A	O95831	450	1.9	127	521	559	613
5fs6	B	O95831	451	1.9	126	522	559	612
5hky	A	P22681	303	1.8	48	350
5hky	B	O43597	22	1.8	39	60
5hm0	A	O60885	125	1.395	42	166
5hm7	A	O00481	207	1.93	277	483
5hm7	B	O00481	190	1.93	294	483
5hl1	A	O94925	404	2.4	137	248	255	546
5hl1	B	O94925	410	2.4	137	546
5hl1	C	O94925	404	2.4	137	247	254	546
5hl1	D	O94925	402	2.4	137	248	257	546
5hdh	A	Q9NR97	751	2.6	33	100	113	434	443	451	463	732	736	756	763	823
5hnr	A	P13716	326	2.83	1	136	139	328
5hnr	B	P13716	298	2.83	1	87	94	126	143	212	221	328
5hnt	A	P42330	315	2	6	320
5hnt	C	P42330	303	2	6	124	137	320
5ftk	A	P55072	723	2.4	21	707	728	763
5ftk	B	P55072	723	2.4	21	707	728	763
5ftk	C	P55072	723	2.4	21	707	728	763
5ftk	D	P55072	723	2.4	21	707	728	763
5ftk	E	P55072	723	2.4	21	707	728	763
5ftk	F	P55072	723	2.4	21	707	728	763
5hf7	A	Q13569	197	1.54	107	303
5hf9	A	P22303	530	2.2	4	258	265	494	498	542
5hf9	B	P22303	533	2.2	4	259	262	492	497	542
5hf8	A	P22303	533	2.8	4	258	265	542
5hf8	B	P22303	537	2.8	4	259	262	542
5hga	A	P04439	274	2.199	1	274
5hga	B	P61769	99	2.199	1	99
5hga	D	P04439	274	2.199	1	274
5hga	E	P61769	99	2.199	1	99
5jjw	A	Q15020	296	3.01	280	575
5jjx	A	Q15020	299	2	90	239	244	357	359	393
5jjy	A	Q9BYW2	247	2.053	1447	1486	1497	1703
5hfu	A	P52789	895	2.923	17	911
5hfu	B	P52789	897	2.923	17	913
5jle	A	Q9BYW2	232	2.4	1446	1484	1497	1689
5jdd	A	Q8WZ42	259	1.53	4	262
5jkw	A	P11511	452	3	45	496
5jdu	A	P00734	14	1.7	1	14
5jdu	B	P00734	223	1.7	16	143	153	247
5jdu	C	P00734	14	1.7	1	14
5jdu	D	P00734	225	1.7	16	143	149	245
5ih6	A	P48730	286	2.3	2	216	223	293
5iz6	A	P25054	327	2.15	407	427	436	741
5izl	A	P57772	514	2.72	2	31	43	69	81	191	196	382	404	434	439	523	527	543	570	595
5izl	B	P57772	498	2.72	2	32	45	68	81	191	195	382	404	475	481	489	499	520	526	544	574	595
5ixy	A	P00338	331	3	1	331
5ixy	B	P00338	331	3	1	331
5ixy	C	P00338	331	3	1	331
5ixy	D	P00338	328	3	1	102	106	331
5jpz	A	Q15020	479	3.045	96	574
5jpz	B	Q15020	479	3.045	96	574
5jrq	A	P15056	257	2.287	448	603	616	627	631	719
5jrq	B	P15056	245	2.287	448	467	470	600	617	627	631	657	665	720
5jtb	A	P29274	296	2.8	2	208	219	307
5jrs	A	Q06187	257	1.97	396	488	493	656
5jrs	B	Q06187	239	1.97	396	433	436	465	470	488	493	546	558	655
5giy	A	P02768	581	2.543	3	583
5gl7	A	P56192	597	2.013	226	822
5gje	A	O75581	611	21	1	611
5gje	B	O75581	606	21	631	1005	1013	1243
5kae	A	P48736	840	2.65	147	250	269	321	352	373	378	436	457	489	496	522	526	532	543	754	759	968	980	1092
5iya	B	P30876	1165	5.4	10	1174
5iya	Q	P29083	180	5.4	11	77	92	204
5iya	S	P35269	138	5.4	5	54	93	180
5kcu	A	P03372	226	2.03	306	331	336	461	472	532	536	548
5kcu	B	P03372	227	2.03	305	460	468	527	535	545
5kcu	C	Q15596	10	2.03	687	696
5kcu	D	Q15596	9	2.03	688	696
5ew3	A	P35968	274	2.5	821	940	997	1048	1067	1168
5ew3	B	P35968	266	2.5	820	841	846	939	998	1048	1067	1165
5g42	C	Q15596	10	1.72	688	697
5f9j	A	P04439	274	2.51	1	274
5f9j	B	P61769	98	2.51	1	98
5f9n	A	Q9Y253	427	2.23	1	154	160	432
5fai	A	Q92979	209	1.8	36	244
5o6c	A	O75592	252	1.75	4379	4518	4527	4638
5o75	A	O95155	71	1.483	1098	1168
5pd4	A	Q9UIF8	113	1.8	1858	1970
5pcw	A	Q9UIF8	113	1.7	1858	1970
5pee	A	Q9UIF8	113	1.75	1858	1970
5pet	A	Q9UIF8	113	1.72	1858	1970
5pew	A	Q9UIF8	113	1.77	1858	1970
5pem	A	Q9UIF8	113	1.97	1858	1970
